customer_id,signup_date,industry,segment
416,2021-06-10,Tech,Mid
417,2022-08-03,Tech,Mid
418,2023-03-12,Tech,SMB
419,2022-02-02,Finance,SMB
420,2021-10-04,Finance,SMB
421,2023-03-27,Healthcare,SMB
422,2023-07-05,Tech,Mid
423,2022-05-19,Tech,Enterprise
424,2023-06-15,Finance,Mid
425,2022-01-27,Tech,SMB
426,2021-05-15,Finance,Mid
427,2021-07-14,Tech,Enterprise
428,2022-02-05,Healthcare,Enterprise
429,2022-10-02,Tech,Mid
430,2021-02-02,Tech,Mid
431,2022-11-19,Finance,Mid
432,2022-04-05,Tech,SMB
433,2023-08-13,Tech,Mid
434,2023-06-02,Finance,Mid
435,2022-04-15,Healthcare,Mid
436,2022-01-10,Healthcare,Enterprise
437,2021-01-22,Finance,Enterprise
438,2023-01-20,Finance,SMB
439,2022-11-01,Finance,SMB
440,2021-02-07,Finance,Enterprise
441,2021-08-18,Finance,Enterprise
442,2021-12-31,Healthcare,Enterprise
443,2022-07-17,Healthcare,Mid
444,2022-03-14,Finance,Mid
445,2023-02-15,Tech,Enterprise
446,2021-10-10,Finance,Mid
447,2021-01-27,Tech,Mid
448,2021-08-14,Finance,SMB
449,2021-10-04,Finance,Enterprise
450,2023-03-09,Healthcare,Enterprise
451,2022-09-01,Tech,Mid
452,2021-10-11,Tech,Enterprise
453,2023-05-29,Healthcare,SMB
454,2023-08-18,Healthcare,SMB
455,2022-04-26,Healthcare,SMB
456,2022-03-29,Healthcare,Enterprise
457,2023-04-09,Tech,Enterprise
458,2023-03-27,Tech,Enterprise
459,2022-10-21,Finance,Enterprise
460,2022-05-31,Finance,Enterprise
461,2022-07-01,Healthcare,SMB
462,2021-07-11,Healthcare,Mid
463,2021-02-18,Healthcare,SMB
464,2022-05-27,Finance,Enterprise
465,2021-01-17,Finance,SMB
466,2021-06-21,Finance,Enterprise
467,2021-08-08,Finance,Enterprise
468,2021-06-07,Finance,SMB
469,2022-04-22,Finance,Enterprise
470,2021-02-15,Finance,Mid
471,2022-01-08,Healthcare,Enterprise
472,2022-06-02,Healthcare,Mid
473,2021-04-09,Healthcare,Mid
474,2023-06-11,Healthcare,Enterprise
475,2023-01-15,Finance,SMB
476,2021-02-06,Tech,Mid
477,2021-10-07,Finance,SMB
478,2021-12-15,Tech,Mid
479,2022-05-12,Healthcare,Enterprise
480,2021-10-29,Finance,Enterprise
481,2021-06-30,Healthcare,Mid
482,2022-08-30,Finance,Enterprise
483,2021-04-09,Healthcare,Mid
484,2022-12-01,Tech,Enterprise
485,2023-09-20,Tech,SMB
486,2021-04-26,Tech,Enterprise
487,2021-07-10,Finance,SMB
488,2021-09-10,Tech,Enterprise
489,2023-09-08,Finance,SMB
490,2023-07-17,Tech,Enterprise
491,2023-09-10,Tech,SMB
492,2021-06-10,Finance,Mid
493,2021-09-13,Finance,Mid
494,2021-11-19,Tech,SMB
495,2021-05-08,Finance,Enterprise
496,2021-01-18,Tech,SMB
497,2023-03-04,Finance,Enterprise
498,2023-01-05,Healthcare,Mid
499,2022-07-20,Healthcare,Enterprise
500,2022-07-24,Healthcare,Mid
