invoice_id,subscription_id,invoice_date,amount,type
157,9,2022-12-06,0,recurring
158,9,2023-01-05,0,recurring
159,9,2023-02-04,0,recurring
160,9,2023-03-06,0,recurring
161,9,2023-04-05,0,recurring
162,9,2023-05-05,0,recurring
163,9,2023-06-04,0,recurring
164,9,2023-07-04,0,recurring
165,9,2023-08-03,0,recurring
166,9,2023-09-02,0,recurring
167,9,2023-10-02,0,recurring
168,10,2021-05-02,250,recurring
169,10,2021-06-01,250,recurring
170,10,2021-07-01,250,recurring
171,10,2021-07-31,250,recurring
172,10,2021-08-30,250,recurring
173,10,2021-09-29,250,recurring
174,10,2021-10-29,250,recurring
175,10,2021-11-28,250,recurring
176,10,2021-12-28,250,recurring
177,10,2022-01-27,250,recurring
178,10,2022-02-26,250,recurring
179,10,2022-03-28,250,recurring
180,10,2022-04-27,250,recurring
181,10,2022-05-27,250,recurring
182,10,2022-06-26,250,recurring
183,10,2022-07-26,250,recurring
184,10,2022-08-25,250,recurring
185,10,2022-09-24,250,recurring
186,10,2022-10-24,250,recurring
187,10,2022-11-23,250,recurring
188,10,2022-12-23,250,recurring
189,10,2023-01-22,250,recurring
190,10,2023-02-21,250,recurring
191,10,2023-03-23,250,recurring
192,10,2023-04-22,250,recurring
193,10,2023-05-22,250,recurring
194,10,2023-06-21,250,recurring
195,10,2023-07-21,250,recurring
196,10,2023-08-20,250,recurring
197,10,2023-09-19,250,recurring
198,10,2023-10-19,250,recurring
199,11,2022-04-12,800,recurring
200,11,2022-05-12,800,recurring
201,11,2022-06-11,800,recurring
202,11,2022-07-11,800,recurring
203,11,2022-08-10,800,recurring
204,11,2022-09-09,800,recurring
205,11,2022-10-09,800,recurring
206,11,2022-11-08,800,recurring
207,11,2022-12-08,800,recurring
208,12,2022-12-22,0,recurring
209,12,2023-01-21,0,recurring
210,12,2023-02-20,0,recurring
211,12,2023-03-22,0,recurring
212,12,2023-04-21,0,recurring
213,12,2023-05-21,0,recurring
214,12,2023-06-20,0,recurring
215,12,2023-07-20,0,recurring
216,12,2023-08-19,0,recurring
217,12,2023-09-18,0,recurring
218,12,2023-10-18,0,recurring
219,13,2021-08-03,250,recurring
220,13,2021-09-02,250,recurring
221,13,2021-10-02,250,recurring
222,13,2021-11-01,250,recurring
223,13,2021-12-01,250,recurring
224,13,2021-12-31,250,recurring
225,13,2022-01-30,250,recurring
226,13,2022-03-01,250,recurring
227,13,2022-03-31,250,recurring
228,13,2022-04-30,250,recurring
229,13,2022-05-30,250,recurring
230,13,2022-06-29,250,recurring
231,13,2022-07-29,250,recurring
232,13,2022-08-28,250,recurring
233,13,2022-09-27,250,recurring
234,14,2021-11-27,0,recurring
235,14,2021-12-27,0,recurring
236,14,2022-01-26,0,recurring
237,14,2022-02-25,0,recurring
238,14,2022-03-27,0,recurring
239,14,2022-04-26,0,recurring
240,14,2022-05-26,0,recurring
241,14,2022-06-25,0,recurring
242,14,2022-07-25,0,recurring
243,14,2022-08-24,0,recurring
244,14,2022-09-23,0,recurring
245,14,2022-10-23,0,recurring
246,14,2022-11-22,0,recurring
247,14,2022-12-22,0,recurring
248,14,2023-01-21,0,recurring
249,14,2023-02-20,0,recurring
250,14,2023-03-22,0,recurring
251,14,2023-04-21,0,recurring
252,14,2023-05-21,0,recurring
253,14,2023-06-20,0,recurring
254,14,2023-07-20,0,recurring
255,14,2023-08-19,0,recurring
256,14,2023-09-18,0,recurring
257,14,2023-10-18,0,recurring
258,15,2022-04-04,250,recurring
259,15,2022-05-04,250,recurring
260,15,2022-06-03,250,recurring
261,15,2022-07-03,250,recurring
262,15,2022-08-02,250,recurring
263,15,2022-09-01,250,recurring
264,15,2022-10-01,250,recurring
265,15,2022-10-31,250,recurring
266,15,2022-11-30,250,recurring
267,15,2022-12-30,250,recurring
268,15,2023-01-29,250,recurring
269,15,2023-02-28,250,recurring
270,15,2023-03-30,250,recurring
271,15,2023-04-29,250,recurring
272,15,2023-05-29,250,recurring
273,15,2023-06-28,250,recurring
274,15,2023-07-28,250,recurring
275,15,2023-08-27,250,recurring
276,15,2023-09-26,250,recurring
277,16,2021-03-29,0,recurring
278,16,2021-04-28,0,recurring
279,16,2021-05-28,0,recurring
280,16,2021-06-27,0,recurring
281,16,2021-07-27,0,recurring
282,16,2021-08-26,0,recurring
283,16,2021-09-25,0,recurring
284,16,2021-10-25,0,recurring
285,16,2021-11-24,0,recurring
286,16,2021-12-24,0,recurring
287,16,2022-01-23,0,recurring
288,16,2022-02-22,0,recurring
289,16,2022-03-24,0,recurring
290,16,2022-04-23,0,recurring
291,16,2022-05-23,0,recurring
292,16,2022-06-22,0,recurring
293,16,2022-07-22,0,recurring
294,16,2022-08-21,0,recurring
295,16,2022-09-20,0,recurring
296,16,2022-10-20,0,recurring
297,16,2022-11-19,0,recurring
298,16,2022-12-19,0,recurring
299,16,2023-01-18,0,recurring
300,16,2023-02-17,0,recurring
301,16,2023-03-19,0,recurring
302,16,2023-04-18,0,recurring
303,16,2023-05-18,0,recurring
304,16,2023-06-17,0,recurring
305,16,2023-07-17,0,recurring
306,16,2023-08-16,0,recurring
307,16,2023-09-15,0,recurring
308,16,2023-10-15,0,recurring
309,17,2022-01-08,0,recurring
310,17,2022-02-07,0,recurring
311,17,2022-03-09,0,recurring
312,17,2022-04-08,0,recurring
313,17,2022-05-08,0,recurring
314,17,2022-06-07,0,recurring
315,17,2022-07-07,0,recurring
316,17,2022-08-06,0,recurring
317,17,2022-09-05,0,recurring
318,17,2022-10-05,0,recurring
319,17,2022-11-04,0,recurring
320,17,2022-12-04,0,recurring
321,17,2023-01-03,0,recurring
322,17,2023-02-02,0,recurring
323,18,2023-02-11,250,recurring
324,18,2023-03-13,250,recurring
325,18,2023-04-12,250,recurring
326,18,2023-05-12,250,recurring
327,18,2023-06-11,250,recurring
328,18,2023-07-11,250,recurring
329,18,2023-08-10,250,recurring
330,18,2023-09-09,250,recurring
331,18,2023-10-09,250,recurring
332,19,2021-04-10,0,recurring
333,19,2021-05-10,0,recurring
334,19,2021-06-09,0,recurring
335,19,2021-07-09,0,recurring
336,19,2021-08-08,0,recurring
337,19,2021-09-07,0,recurring
338,19,2021-10-07,0,recurring
339,19,2021-11-06,0,recurring
340,19,2021-12-06,0,recurring
341,19,2022-01-05,0,recurring
342,19,2022-02-04,0,recurring
343,19,2022-03-06,0,recurring
344,20,2022-04-01,800,recurring
345,20,2022-05-01,800,recurring
346,20,2022-05-31,800,recurring
347,20,2022-06-30,800,recurring
348,20,2022-07-30,800,recurring
349,20,2022-08-29,800,recurring
350,20,2022-09-28,800,recurring
351,20,2022-10-28,800,recurring
352,20,2022-11-27,800,recurring
353,20,2022-12-27,800,recurring
354,20,2023-01-26,800,recurring
355,20,2023-02-25,800,recurring
356,20,2023-03-27,800,recurring
357,20,2023-04-26,800,recurring
358,20,2023-05-26,800,recurring
359,20,2023-06-25,800,recurring
360,20,2023-07-25,800,recurring
361,20,2023-08-24,800,recurring
362,20,2023-09-23,800,recurring
363,20,2023-10-23,800,recurring
364,21,2023-05-22,800,recurring
365,21,2023-06-21,800,recurring
366,21,2023-07-21,800,recurring
367,21,2023-08-20,800,recurring
368,21,2023-09-19,800,recurring
369,21,2023-10-19,800,recurring
370,22,2022-10-26,800,recurring
371,22,2022-11-25,800,recurring
372,22,2022-12-25,800,recurring
373,22,2023-01-24,800,recurring
374,22,2023-02-23,800,recurring
375,22,2023-03-25,800,recurring
376,22,2023-04-24,800,recurring
377,22,2023-05-24,800,recurring
378,22,2023-06-23,800,recurring
379,22,2023-07-23,800,recurring
380,22,2023-08-22,800,recurring
381,22,2023-09-21,800,recurring
382,22,2023-10-21,800,recurring
383,23,2021-05-11,0,recurring
384,23,2021-06-10,0,recurring
385,23,2021-07-10,0,recurring
386,23,2021-08-09,0,recurring
387,23,2021-09-08,0,recurring
388,23,2021-10-08,0,recurring
389,23,2021-11-07,0,recurring
390,23,2021-12-07,0,recurring
391,23,2022-01-06,0,recurring
392,23,2022-02-05,0,recurring
393,23,2022-03-07,0,recurring
394,23,2022-04-06,0,recurring
395,23,2022-05-06,0,recurring
396,23,2022-06-05,0,recurring
397,23,2022-07-05,0,recurring
398,23,2022-08-04,0,recurring
399,23,2022-09-03,0,recurring
400,23,2022-10-03,0,recurring
401,23,2022-11-02,0,recurring
402,23,2022-12-02,0,recurring
403,23,2023-01-01,0,recurring
404,23,2023-01-31,0,recurring
405,23,2023-03-02,0,recurring
406,23,2023-04-01,0,recurring
407,23,2023-05-01,0,recurring
408,23,2023-05-31,0,recurring
409,23,2023-06-30,0,recurring
410,23,2023-07-30,0,recurring
411,23,2023-08-29,0,recurring
412,23,2023-09-28,0,recurring
413,24,2022-10-24,250,recurring
414,24,2022-11-23,250,recurring
415,24,2022-12-23,250,recurring
416,24,2023-01-22,250,recurring
417,24,2023-02-21,250,recurring
418,24,2023-03-23,250,recurring
419,24,2023-04-22,250,recurring
420,24,2023-05-22,250,recurring
421,24,2023-06-21,250,recurring
422,24,2023-07-21,250,recurring
423,24,2023-08-20,250,recurring
424,24,2023-09-19,250,recurring
425,24,2023-10-19,250,recurring
426,25,2021-11-05,800,recurring
427,25,2021-12-05,800,recurring
428,25,2022-01-04,800,recurring
429,25,2022-02-03,800,recurring
430,25,2022-03-05,800,recurring
431,25,2022-04-04,800,recurring
432,25,2022-05-04,800,recurring
433,25,2022-06-03,800,recurring
434,25,2022-07-03,800,recurring
435,25,2022-08-02,800,recurring
436,26,2022-08-22,250,recurring
437,26,2022-09-21,250,recurring
438,26,2022-10-21,250,recurring
439,26,2022-11-20,250,recurring
440,26,2022-12-20,250,recurring
441,26,2023-01-19,250,recurring
442,26,2023-02-18,250,recurring
443,26,2023-03-20,250,recurring
444,26,2023-04-19,250,recurring
445,26,2023-05-19,250,recurring
446,26,2023-06-18,250,recurring
447,26,2023-07-18,250,recurring
448,26,2023-08-17,250,recurring
449,26,2023-09-16,250,recurring
450,26,2023-10-16,250,recurring
451,27,2023-02-09,0,recurring
452,27,2023-03-11,0,recurring
453,27,2023-04-10,0,recurring
454,27,2023-05-10,0,recurring
455,27,2023-06-09,0,recurring
456,27,2023-07-09,0,recurring
457,27,2023-08-08,0,recurring
458,27,2023-09-07,0,recurring
459,27,2023-10-07,0,recurring
460,28,2021-12-10,250,recurring
461,28,2022-01-09,250,recurring
462,28,2022-02-08,250,recurring
463,28,2022-03-10,250,recurring
464,28,2022-04-09,250,recurring
465,28,2022-05-09,250,recurring
466,28,2022-06-08,250,recurring
467,28,2022-07-08,250,recurring
468,28,2022-08-07,250,recurring
469,28,2022-09-06,250,recurring
470,28,2022-10-06,250,recurring
471,28,2022-11-05,250,recurring
472,28,2022-12-05,250,recurring
473,28,2023-01-04,250,recurring
474,28,2023-02-03,250,recurring
475,28,2023-03-05,250,recurring
476,28,2023-04-04,250,recurring
477,28,2023-05-04,250,recurring
478,28,2023-06-03,250,recurring
479,28,2023-07-03,250,recurring
480,28,2023-08-02,250,recurring
481,28,2023-09-01,250,recurring
482,28,2023-10-01,250,recurring
483,29,2022-05-07,0,recurring
484,29,2022-06-06,0,recurring
485,29,2022-07-06,0,recurring
486,29,2022-08-05,0,recurring
487,29,2022-09-04,0,recurring
488,29,2022-10-04,0,recurring
489,29,2022-11-03,0,recurring
490,30,2022-02-18,250,recurring
491,30,2022-03-20,250,recurring
492,30,2022-04-19,250,recurring
493,30,2022-05-19,250,recurring
494,30,2022-06-18,250,recurring
495,30,2022-07-18,250,recurring
496,30,2022-08-17,250,recurring
497,30,2022-09-16,250,recurring
498,30,2022-10-16,250,recurring
499,30,2022-11-15,250,recurring
500,30,2022-12-15,250,recurring
501,30,2023-01-14,250,recurring
502,30,2023-02-13,250,recurring
503,30,2023-03-15,250,recurring
504,30,2023-04-14,250,recurring
505,30,2023-05-14,250,recurring
506,30,2023-06-13,250,recurring
507,30,2023-07-13,250,recurring
508,30,2023-08-12,250,recurring
509,30,2023-09-11,250,recurring
510,30,2023-10-11,250,recurring
511,31,2023-03-17,0,recurring
512,31,2023-04-16,0,recurring
513,31,2023-05-16,0,recurring
514,31,2023-06-15,0,recurring
515,32,2022-01-21,800,recurring
516,32,2022-02-20,800,recurring
517,32,2022-03-22,800,recurring
518,32,2022-04-21,800,recurring
519,32,2022-05-21,800,recurring
520,32,2022-06-20,800,recurring
521,32,2022-07-20,800,recurring
522,32,2022-08-19,800,recurring
523,32,2022-09-18,800,recurring
524,32,2022-10-18,800,recurring
525,32,2022-11-17,800,recurring
526,32,2022-12-17,800,recurring
527,32,2023-01-16,800,recurring
528,32,2023-02-15,800,recurring
529,33,2023-03-04,250,recurring
530,33,2023-04-03,250,recurring
531,33,2023-05-03,250,recurring
532,33,2023-06-02,250,recurring
533,33,2023-07-02,250,recurring
534,33,2023-08-01,250,recurring
535,33,2023-08-31,250,recurring
536,33,2023-09-30,250,recurring
537,34,2021-07-11,250,recurring
538,34,2021-08-10,250,recurring
539,34,2021-09-09,250,recurring
540,34,2021-10-09,250,recurring
541,34,2021-11-08,250,recurring
542,34,2021-12-08,250,recurring
543,34,2022-01-07,250,recurring
544,34,2022-02-06,250,recurring
545,34,2022-03-08,250,recurring
546,34,2022-04-07,250,recurring
547,34,2022-05-07,250,recurring
548,34,2022-06-06,250,recurring
549,34,2022-07-06,250,recurring
550,34,2022-08-05,250,recurring
551,34,2022-09-04,250,recurring
552,34,2022-10-04,250,recurring
553,34,2022-11-03,250,recurring
554,34,2022-12-03,250,recurring
555,34,2023-01-02,250,recurring
556,34,2023-02-01,250,recurring
557,34,2023-03-03,250,recurring
558,34,2023-04-02,250,recurring
559,34,2023-05-02,250,recurring
560,34,2023-06-01,250,recurring
561,34,2023-07-01,250,recurring
562,34,2023-07-31,250,recurring
563,34,2023-08-30,250,recurring
564,34,2023-09-29,250,recurring
565,35,2023-08-14,250,recurring
566,35,2023-09-13,250,recurring
567,35,2023-10-13,250,recurring
568,37,2021-10-04,800,recurring
569,37,2021-11-03,800,recurring
570,37,2021-12-03,800,recurring
571,37,2022-01-02,800,recurring
572,37,2022-02-01,800,recurring
573,37,2022-03-03,800,recurring
574,37,2022-04-02,800,recurring
575,37,2022-05-02,800,recurring
576,37,2022-06-01,800,recurring
577,37,2022-07-01,800,recurring
578,37,2022-07-31,800,recurring
579,37,2022-08-30,800,recurring
580,38,2022-09-24,250,recurring
581,38,2022-10-24,250,recurring
582,38,2022-11-23,250,recurring
583,38,2022-12-23,250,recurring
584,38,2023-01-22,250,recurring
585,38,2023-02-21,250,recurring
586,38,2023-03-23,250,recurring
587,38,2023-04-22,250,recurring
588,38,2023-05-22,250,recurring
589,38,2023-06-21,250,recurring
590,38,2023-07-21,250,recurring
591,38,2023-08-20,250,recurring
592,38,2023-09-19,250,recurring
593,38,2023-10-19,250,recurring
594,39,2021-06-10,0,recurring
595,39,2021-07-10,0,recurring
596,39,2021-08-09,0,recurring
597,39,2021-09-08,0,recurring
598,39,2021-10-08,0,recurring
599,39,2021-11-07,0,recurring
600,39,2021-12-07,0,recurring
601,39,2022-01-06,0,recurring
602,39,2022-02-05,0,recurring
603,39,2022-03-07,0,recurring
604,39,2022-04-06,0,recurring
605,39,2022-05-06,0,recurring
606,39,2022-06-05,0,recurring
607,39,2022-07-05,0,recurring
608,39,2022-08-04,0,recurring
609,39,2022-09-03,0,recurring
610,39,2022-10-03,0,recurring
611,39,2022-11-02,0,recurring
612,39,2022-12-02,0,recurring
613,39,2023-01-01,0,recurring
614,39,2023-01-31,0,recurring
615,39,2023-03-02,0,recurring
616,39,2023-04-01,0,recurring
617,39,2023-05-01,0,recurring
618,39,2023-05-31,0,recurring
619,39,2023-06-30,0,recurring
620,39,2023-07-30,0,recurring
621,39,2023-08-29,0,recurring
622,39,2023-09-28,0,recurring
623,40,2022-04-05,0,recurring
624,40,2022-05-05,0,recurring
625,40,2022-06-04,0,recurring
626,40,2022-07-04,0,recurring
627,40,2022-08-03,0,recurring
628,40,2022-09-02,0,recurring
629,40,2022-10-02,0,recurring
630,40,2022-11-01,0,recurring
631,40,2022-12-01,0,recurring
632,40,2022-12-31,0,recurring
633,40,2023-01-30,0,recurring
634,40,2023-03-01,0,recurring
635,40,2023-03-31,0,recurring
636,40,2023-04-30,0,recurring
637,40,2023-05-30,0,recurring
638,40,2023-06-29,0,recurring
639,40,2023-07-29,0,recurring
640,40,2023-08-28,0,recurring
641,40,2023-09-27,0,recurring
642,41,2021-11-10,800,recurring
643,41,2021-12-10,800,recurring
644,41,2022-01-09,800,recurring
645,41,2022-02-08,800,recurring
646,41,2022-03-10,800,recurring
647,41,2022-04-09,800,recurring
648,41,2022-05-09,800,recurring
649,41,2022-06-08,800,recurring
650,41,2022-07-08,800,recurring
651,41,2022-08-07,800,recurring
652,41,2022-09-06,800,recurring
653,41,2022-10-06,800,recurring
654,41,2022-11-05,800,recurring
655,41,2022-12-05,800,recurring
656,41,2023-01-04,800,recurring
657,41,2023-02-03,800,recurring
658,41,2023-03-05,800,recurring
659,41,2023-04-04,800,recurring
660,41,2023-05-04,800,recurring
661,41,2023-06-03,800,recurring
662,41,2023-07-03,800,recurring
663,41,2023-08-02,800,recurring
664,41,2023-09-01,800,recurring
665,41,2023-10-01,800,recurring
666,42,2021-01-22,250,recurring
667,42,2021-02-21,250,recurring
668,42,2021-03-23,250,recurring
669,42,2021-04-22,250,recurring
670,42,2021-05-22,250,recurring
671,42,2021-06-21,250,recurring
672,42,2021-07-21,250,recurring
673,42,2021-08-20,250,recurring
674,42,2021-09-19,250,recurring
675,42,2021-10-19,250,recurring
676,42,2021-11-18,250,recurring
677,42,2021-12-18,250,recurring
678,42,2022-01-17,250,recurring
679,42,2022-02-16,250,recurring
680,42,2022-03-18,250,recurring
681,42,2022-04-17,250,recurring
682,42,2022-05-17,250,recurring
683,42,2022-06-16,250,recurring
684,42,2022-07-16,250,recurring
685,42,2022-08-15,250,recurring
686,42,2022-09-14,250,recurring
687,42,2022-10-14,250,recurring
688,42,2022-11-13,250,recurring
689,42,2022-12-13,250,recurring
690,42,2023-01-12,250,recurring
691,42,2023-02-11,250,recurring
692,42,2023-03-13,250,recurring
693,42,2023-04-12,250,recurring
694,42,2023-05-12,250,recurring
695,42,2023-06-11,250,recurring
696,42,2023-07-11,250,recurring
697,42,2023-08-10,250,recurring
698,42,2023-09-09,250,recurring
699,42,2023-10-09,250,recurring
700,43,2021-09-10,0,recurring
701,43,2021-10-10,0,recurring
702,43,2021-11-09,0,recurring
703,43,2021-12-09,0,recurring
704,43,2022-01-08,0,recurring
705,43,2022-02-07,0,recurring
706,43,2022-03-09,0,recurring
707,43,2022-04-08,0,recurring
708,43,2022-05-08,0,recurring
709,44,2022-05-16,800,recurring
710,44,2022-06-15,800,recurring
711,44,2022-07-15,800,recurring
712,44,2022-08-14,800,recurring
713,44,2022-09-13,800,recurring
714,44,2022-10-13,800,recurring
715,44,2022-11-12,800,recurring
716,44,2022-12-12,800,recurring
717,44,2023-01-11,800,recurring
718,44,2023-02-10,800,recurring
719,44,2023-03-12,800,recurring
720,44,2023-04-11,800,recurring
721,44,2023-05-11,800,recurring
722,44,2023-06-10,800,recurring
723,44,2023-07-10,800,recurring
724,44,2023-08-09,800,recurring
725,44,2023-09-08,800,recurring
726,44,2023-10-08,800,recurring
727,45,2023-01-18,0,recurring
728,45,2023-02-17,0,recurring
729,45,2023-03-19,0,recurring
730,45,2023-04-18,0,recurring
731,45,2023-05-18,0,recurring
732,45,2023-06-17,0,recurring
733,45,2023-07-17,0,recurring
734,45,2023-08-16,0,recurring
735,45,2023-09-15,0,recurring
736,46,2023-05-07,0,recurring
737,46,2023-06-06,0,recurring
738,46,2023-07-06,0,recurring
739,46,2023-08-05,0,recurring
740,47,2023-08-19,800,recurring
741,47,2023-09-18,800,recurring
742,47,2023-10-18,800,recurring
743,48,2022-07-15,250,recurring
744,48,2022-08-14,250,recurring
745,48,2022-09-13,250,recurring
746,48,2022-10-13,250,recurring
747,48,2022-11-12,250,recurring
748,48,2022-12-12,250,recurring
749,48,2023-01-11,250,recurring
750,48,2023-02-10,250,recurring
751,48,2023-03-12,250,recurring
752,48,2023-04-11,250,recurring
753,48,2023-05-11,250,recurring
754,48,2023-06-10,250,recurring
755,48,2023-07-10,250,recurring
756,48,2023-08-09,250,recurring
757,48,2023-09-08,250,recurring
758,48,2023-10-08,250,recurring
759,49,2022-04-20,800,recurring
760,49,2022-05-20,800,recurring
761,49,2022-06-19,800,recurring
762,49,2022-07-19,800,recurring
763,49,2022-08-18,800,recurring
764,49,2022-09-17,800,recurring
765,49,2022-10-17,800,recurring
766,49,2022-11-16,800,recurring
767,49,2022-12-16,800,recurring
768,49,2023-01-15,800,recurring
769,49,2023-02-14,800,recurring
770,49,2023-03-16,800,recurring
771,49,2023-04-15,800,recurring
772,49,2023-05-15,800,recurring
773,50,2023-05-25,0,recurring
774,50,2023-06-24,0,recurring
775,50,2023-07-24,0,recurring
776,50,2023-08-23,0,recurring
777,50,2023-09-22,0,recurring
778,50,2023-10-22,0,recurring
779,51,2021-02-28,0,recurring
780,51,2021-03-30,0,recurring
781,51,2021-04-29,0,recurring
782,51,2021-05-29,0,recurring
783,51,2021-06-28,0,recurring
784,51,2021-07-28,0,recurring
785,51,2021-08-27,0,recurring
786,51,2021-09-26,0,recurring
787,51,2021-10-26,0,recurring
788,51,2021-11-25,0,recurring
789,51,2021-12-25,0,recurring
790,51,2022-01-24,0,recurring
791,51,2022-02-23,0,recurring
792,51,2022-03-25,0,recurring
793,51,2022-04-24,0,recurring
794,51,2022-05-24,0,recurring
795,51,2022-06-23,0,recurring
796,51,2022-07-23,0,recurring
797,51,2022-08-22,0,recurring
798,51,2022-09-21,0,recurring
799,51,2022-10-21,0,recurring
800,51,2022-11-20,0,recurring
801,51,2022-12-20,0,recurring
802,51,2023-01-19,0,recurring
803,51,2023-02-18,0,recurring
804,51,2023-03-20,0,recurring
805,51,2023-04-19,0,recurring
806,51,2023-05-19,0,recurring
807,51,2023-06-18,0,recurring
808,51,2023-07-18,0,recurring
809,51,2023-08-17,0,recurring
810,51,2023-09-16,0,recurring
811,51,2023-10-16,0,recurring
812,52,2022-05-26,800,recurring
813,52,2022-06-25,800,recurring
814,52,2022-07-25,800,recurring
815,52,2022-08-24,800,recurring
816,52,2022-09-23,800,recurring
817,52,2022-10-23,800,recurring
818,52,2022-11-22,800,recurring
819,52,2022-12-22,800,recurring
820,52,2023-01-21,800,recurring
